name,position,team,year,wlink
Sean McDermott,Defensive Coordinator,Carolina Panthers,2015,https://en.wikipedia.com/wiki/Sean_McDermott
Eric Washington,Defensive Line,Carolina Panthers,2015,https://en.wikipedia.com/wiki/Eric_Washington_(American_football)
Sam Mills III,Assistant Defensive Line,Carolina Panthers,2015,https://en.wikipedia.com/wiki/Sam_Mills_III
Al Holcomb,Linebackers,Carolina Panthers,2015,https://en.wikipedia.com/wiki/Al_Holcomb
Richard Rodgers,Assistant Defensive Backs,Carolina Panthers,2015,https://en.wikipedia.com/w/index.php?title=Richard_Rodgers_(American_football_coach)&amp;action=edit&amp;redlink=1
Bruce DeHaven,Special Teams Coordinator,Carolina Panthers,2015,https://en.wikipedia.com/wiki/Bruce_DeHaven
Russ Purnell,Assistant Special Teams,Carolina Panthers,2015,https://en.wikipedia.com/wiki/Russ_Purnell
Curtis Fuller,Assistant Special Teams/Nickelbacks,Carolina Panthers,2015,https://en.wikipedia.com/wiki/Curtis_Fuller_(American_football)
Joe Kenn,Strength And Conditioning,Carolina Panthers,2015,https://en.wikipedia.com/w/index.php?title=Joe_Kenn&amp;action=edit&amp;redlink=1
Jason Benguche,Assistant Strength And Conditioning,Carolina Panthers,2015,https://en.wikipedia.com/w/index.php?title=Jason_Benguche&amp;action=edit&amp;redlink=1
John Fox,Head Coach,Chicago Bears,2015,https://en.wikipedia.com/wiki/John_Fox_(American_football)
Adam Gase,Offensive Coordinator,Chicago Bears,2015,https://en.wikipedia.com/wiki/Adam_Gase
Dowell Loggains,Quarterbacks,Chicago Bears,2015,https://en.wikipedia.com/wiki/Dowell_Loggains
Stan Drayton,Running Backs,Chicago Bears,2015,https://en.wikipedia.com/wiki/Stan_Drayton
Mike Groh,Wide Receivers,Chicago Bears,2015,https://en.wikipedia.com/wiki/Mike_Groh
Frank Smith,Tight Ends,Chicago Bears,2015,https://en.wikipedia.com/w/index.php?title=Frank_Smith_(American_football_coach)&amp;action=edit&amp;redlink=1
Dave Magazu,Offensive Line,Chicago Bears,2015,https://en.wikipedia.com/w/index.php?title=Dave_Magazu&amp;action=edit&amp;redlink=1
Ben Wilkerson,Assistant Offensive Line,Chicago Bears,2015,https://en.wikipedia.com/wiki/Ben_Wilkerson
Bo Hardegree,Offensive Assistant,Chicago Bears,2015,https://en.wikipedia.com/wiki/Bo_Hardegree
Vic Fangio,Defensive Coordinator,Chicago Bears,2015,https://en.wikipedia.com/wiki/Vic_Fangio
Jay Rodgers,Defensive Line,Chicago Bears,2015,https://en.wikipedia.com/w/index.php?title=Jay_Rodgers_(American_football)&amp;action=edit&amp;redlink=1
Glenn Pires,Inside Linebackers,Chicago Bears,2015,https://en.wikipedia.com/wiki/Glenn_Pires
Clint Hurtt,Outside Linebackers,Chicago Bears,2015,https://en.wikipedia.com/wiki/Clint_Hurtt
Ed Donatell,Defensive Backs,Chicago Bears,2015,https://en.wikipedia.com/wiki/Ed_Donatell
Sam Garnes,Assistant Defensive Backs,Chicago Bears,2015,https://en.wikipedia.com/wiki/Sam_Garnes
Sean Desai,Defensive Quality Control,Chicago Bears,2015,https://en.wikipedia.com/wiki/Sean_Desai
Jeff Rodgers,Special Teams Coordinator,Chicago Bears,2015,https://en.wikipedia.com/wiki/Jeff_Rodgers
Derius Swinton II,Assistant Special Teams,Chicago Bears,2015,https://en.wikipedia.com/wiki/Derius_Swinton_II
Pete Brown,Senior Vice President Of Player Personnel,Cincinnati Bengals,2015,https://en.wikipedia.com/w/index.php?title=Pete_Brown_(Cincinnati_Bengals)&amp;action=edit&amp;redlink=1
Paul Brown,Vice President Of Player Personnel,Cincinnati Bengals,2015,https://en.wikipedia.com/w/index.php?title=Paul_Brown_(American_football)&amp;action=edit&amp;redlink=1
Marvin Lewis,Head Coach,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Marvin_Lewis
Paul Alexander,Assistant Head Coach/Offensive Line Coach,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Paul_Alexander_(American_football)
Hue Jackson,Offensive Coordinator,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Hue_Jackson
Ken Zampese,Quarterbacks,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Ken_Zampese
Kyle Caskey,Running Backs,Cincinnati Bengals,2015,https://en.wikipedia.com/w/index.php?title=Kyle_Caskey&amp;action=edit&amp;redlink=1
James Urban,Wide Receivers,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/James_Urban
Jonathan Hayes,Tight Ends,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Jonathan_Hayes
Brian Braswell,Offensive Assistant/Quality Control,Cincinnati Bengals,2015,https://en.wikipedia.com/w/index.php?title=Brian_Braswell&amp;action=edit&amp;redlink=1
Paul Guenther,Defensive Coordinator,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Paul_Guenther_(American_football)
Jay Hayes,Defensive Line,Cincinnati Bengals,2015,https://en.wikipedia.com/w/index.php?title=Jay_Hayes&amp;action=edit&amp;redlink=1
Matt Burke,Linebackers,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Matt_Burke_(American_football)
David Lippincott,Assistant Linebackers/Quality Control,Cincinnati Bengals,2015,https://en.wikipedia.com/w/index.php?title=David_Lippincott_(American_football)&amp;action=edit&amp;redlink=1
Vance Joseph,Defensive Backs,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Vance_Joseph
Mark Carrier,Defensive Backs,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Mark_Carrier_(safety)
Marcus Lewis,Defensive Assistant/Quality Control,Cincinnati Bengals,2015,https://en.wikipedia.com/w/index.php?title=Marcus_Lewis_(American_football)&amp;action=edit&amp;redlink=1
Darrin Simmons,Special Teams Coordinator,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Darrin_Simmons
Robert Livingston,Assistant Special Teams/Defensive Quality Control,Cincinnati Bengals,2015,
Brayden Coombs,Assistant Special Teams/Quality Control,Cincinnati Bengals,2015,https://en.wikipedia.com/w/index.php?title=Brayden_Coombs&amp;action=edit&amp;redlink=1
Chip Morton,Strength And Conditioning,Cincinnati Bengals,2015,https://en.wikipedia.com/wiki/Chip_Morton
Jeff Friday,Strength And Conditioning Assistant,Cincinnati Bengals,2015,https://en.wikipedia.com/w/index.php?title=Jeff_Friday&amp;action=edit&amp;redlink=1
Jim Brown,Special Advisor,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Jim_Brown
Steve Gera,Special Assistant/Head Of Innovation,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Steve_Gera
Mike Pettine,Head Coach,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Mike_Pettine
John DeFilippo,Offensive Coordinator,Cleveland Browns,2015,https://en.wikipedia.com/wiki/John_DeFilippo
Kevin O'Connell,Quarterbacks,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Kevin_O%27Connell_(American_football)
Wilbert Montgomery,Running Backs,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Wilbert_Montgomery
Joker Phillips,Wide Receivers,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Joker_Phillips
Frank Edgerly,Assistant Wide Receivers,Cleveland Browns,2015,https://en.wikipedia.com/w/index.php?title=Frank_Edgerly&amp;action=edit&amp;redlink=1
Brian Angelichio,Tight Ends,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Brian_Angelichio
George DeLeone,Offensive Line,Cleveland Browns,2015,https://en.wikipedia.com/wiki/George_DeLeone
Kurt Roper,Senior Offensive Assistant,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Kurt_Roper
Michael McCarthy,Offensive Quality Control,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Mike_McCarthy_(American_football)
Jim O'Neil,Defensive Coordinator,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Jim_O%27Neil_(American_football)
Anthony Weaver,Defensive Line,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Anthony_Weaver
Chuck Driesbach,Linebackers,Cleveland Browns,2015,https://en.wikipedia.com/w/index.php?title=Chuck_Driesbach&amp;action=edit&amp;redlink=1
Brian Fleury,Assistant Linebackers,Cleveland Browns,2015,https://en.wikipedia.com/w/index.php?title=Brian_Fleury&amp;action=edit&amp;redlink=1
Jeff Hafley,Defensive Backs,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Jeff_Hafley
Bobby Babich,Assistant Defensive Backs,Cleveland Browns,2015,https://en.wikipedia.com/w/index.php?title=Bobby_Babich&amp;action=edit&amp;redlink=1
Aaron Glenn,Assistant Defensive Backs,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Aaron_Glenn
Tony Tuioti,Defensive Quality Control,Cleveland Browns,2015,https://en.wikipedia.com/w/index.php?title=Tony_Tuioti&amp;action=edit&amp;redlink=1
Chris Tabor,Special Teams Coordinator,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Chris_Tabor
Shawn Mennenga,Special Teams Assistant,Cleveland Browns,2015,https://en.wikipedia.com/w/index.php?title=Shawn_Mennenga&amp;action=edit&amp;redlink=1
Paul Ricci,Strength And Conditioning,Cleveland Browns,2015,https://en.wikipedia.com/wiki/Paul_Ricci
Mike Wolf,Assistant Strength And Conditioning,Cleveland Browns,2015,https://en.wikipedia.com/w/index.php?title=Mike_Wolf&amp;action=edit&amp;redlink=1
Derik Keyes,Assistant Strength And Conditioning,Cleveland Browns,2015,https://en.wikipedia.com/w/index.php?title=Derik_Keyes&amp;action=edit&amp;redlink=1
Jason Garrett,Head Coach,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Jason_Garrett
Scott Linehan,Offensive Coordinator,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Scott_Linehan
Wade Wilson,Quarterbacks,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Wade_Wilson_(American_football)
Gary Brown,Running Backs,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Gary_Brown_(running_back)
Derek Dooley,Wide Receivers,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Derek_Dooley_(American_football)
Kyle Valero,Assistant Wide Receivers,Dallas Cowboys,2015,https://en.wikipedia.com/w/index.php?title=Kyle_Valero&amp;action=edit&amp;redlink=1
Mike Pope,Tight Ends,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Mike_Pope
Frank Pollack,Offensive Line,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Frank_Pollack_(American_football)
Marc Colombo,Assistant Offensive Line,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Marc_Colombo
Jimmy Robinson,Senior Coaching Consultant/Offensive Consultant,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Jimmy_Robinson
Kevin Carberry,Offensive Assistant,Dallas Cowboys,2015,https://en.wikipedia.com/w/index.php?title=Kevin_Carberry&amp;action=edit&amp;redlink=1
Rod Marinelli,Defensive Coordinator/Defensive Line,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Rod_Marinelli
Matt Eberflus,Linebackers,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Matt_Eberflus
Jerome Henderson,Secondary,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Jerome_Henderson
Joe Baker,Assistant Secondary,Dallas Cowboys,2015,https://en.wikipedia.com/w/index.php?title=Joe_Baker_(American_football)&amp;action=edit&amp;redlink=1
Turner West,Defensive Assistant,Dallas Cowboys,2015,https://en.wikipedia.com/w/index.php?title=Turner_West&amp;action=edit&amp;redlink=1
Leon Lett,Defensive Assistant/Defensive Line,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Leon_Lett
Ben Bloom,Defensive Quality Control/Linebackers,Dallas Cowboys,2015,https://en.wikipedia.com/w/index.php?title=Ben_Bloom&amp;action=edit&amp;redlink=1
Rich Bisaccia,Special Teams Coordinator,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Rich_Bisaccia
Keith O'Quinn,Assistant Special Teams/Kickers,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Keith_O%27Quinn
Mike Woicik,Strength And Conditioning,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Mike_Woicik
Brett Bech,Assistant Strength And Conditioning,Dallas Cowboys,2015,https://en.wikipedia.com/wiki/Brett_Bech
Kendall Smith,Assistant Strength And Conditioning,Dallas Cowboys,2015,https://en.wikipedia.com/w/index.php?title=Kendall_Smith&amp;action=edit&amp;redlink=1
Gary Kubiak,Head Coach,Denver Broncos,2015,https://en.wikipedia.com/wiki/Gary_Kubiak
Rick Dennison,Offensive Coordinator,Denver Broncos,2015,https://en.wikipedia.com/wiki/Rick_Dennison
Greg Knapp,Quarterbacks/Passing Game Coordinator,Denver Broncos,2015,https://en.wikipedia.com/wiki/Greg_Knapp
Eric Studesville,Running Backs,Denver Broncos,2015,https://en.wikipedia.com/wiki/Eric_Studesville
Tyke Tolbert,Wide Receivers,Denver Broncos,2015,https://en.wikipedia.com/wiki/Tyke_Tolbert
Marc Lubick,Assistant Wide Receivers,Denver Broncos,2015,https://en.wikipedia.com/wiki/Marc_Lubick
Brian Pariani,Tight Ends,Denver Broncos,2015,https://en.wikipedia.com/wiki/Brian_Pariani
Clancy Barone,Offensive Line,Denver Broncos,2015,https://en.wikipedia.com/wiki/Clancy_Barone
James Cregg,Offensive Line Assistant,Denver Broncos,2015,https://en.wikipedia.com/wiki/James_Cregg
Brian Callahan,Offensive Assistant/Quarterbacks,Denver Broncos,2015,
Phil Rauscher,Coaching Assistant,Denver Broncos,2015,https://en.wikipedia.com/w/index.php?title=Phil_Rauscher&amp;action=edit&amp;redlink=1
Wade Phillips,Defensive Coordinator,Denver Broncos,2015,https://en.wikipedia.com/wiki/Wade_Phillips
Bill Kollar,Defensive Line,Denver Broncos,2015,https://en.wikipedia.com/wiki/Bill_Kollar
Reggie Herring,Linebackers,Denver Broncos,2015,https://en.wikipedia.com/wiki/Reggie_Herring
Fred Pagac,Outside Linebackers,Denver Broncos,2015,https://en.wikipedia.com/wiki/Fred_Pagac
Joe Woods,Defensive Backs,Denver Broncos,2015,https://en.wikipedia.com/wiki/Joe_Woods_(American_football)
Samson Brown,Assistant Secondary,Denver Broncos,2015,https://en.wikipedia.com/w/index.php?title=Samson_Brown&amp;action=edit&amp;redlink=1
Chris Beake,Defensive Assistant,Denver Broncos,2015,
Thad Bogardus,Coaching Intern,Denver Broncos,2015,https://en.wikipedia.com/w/index.php?title=Thad_Bogardus&amp;action=edit&amp;redlink=1
Joe DeCamillis,Special Teams Coordinator,Denver Broncos,2015,https://en.wikipedia.com/wiki/Joe_DeCamillis
Tony Coaxum,Assistant Special Teams,Denver Broncos,2015,https://en.wikipedia.com/w/index.php?title=Tony_Coaxum&amp;action=edit&amp;redlink=1
Chris Gould,Coaching Assistant,Denver Broncos,2015,https://en.wikipedia.com/wiki/Chris_Gould
Luke Richesson,Strength And Conditioning,Denver Broncos,2015,https://en.wikipedia.com/w/index.php?title=Luke_Richesson&amp;action=edit&amp;redlink=1
Mike Eubanks,Assistant Strength And Conditioning,Denver Broncos,2015,https://en.wikipedia.com/w/index.php?title=Mike_Eubanks&amp;action=edit&amp;redlink=1
Anthony Lomando,Assistant Strength And Conditioning,Denver Broncos,2015,
Dennis Love,Assistant Strength And Conditioning,Denver Broncos,2015,https://en.wikipedia.com/w/index.php?title=Dennis_Love&amp;action=edit&amp;redlink=1
Mike McCarthy,Head Coach,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Mike_McCarthy_(American_football)
Tom Clements,Associate Head Coach/Offense,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Tom_Clements
Winston Moss,Assistant Head Coach/Linebackers,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Winston_Moss
Edgar Bennett,Offensive Coordinator,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Edgar_Bennett
Alex Van Pelt,Quarterbacks/Wide Receivers,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Alex_Van_Pelt
Sam Gash,Running Backs,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Sam_Gash
Jerry Fontenot,Tight Ends,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Jerry_Fontenot
James Campen,Offensive Line,Green Bay Packers,2015,https://en.wikipedia.com/wiki/James_Campen
Mike Solari,Assistant Offensive Line,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Mike_Solari
Luke Getsy,Offensive Quality Control,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Luke_Getsy
Dom Capers,Defensive Coordinator,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Dom_Capers
Mike Trgovac,Defensive Line,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Mike_Trgovac
Scott McCurley,Assistant Linebackers,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Scott_McCurley
"Joe Whitt, Jr.",Secondary Cornerbacks,Green Bay Packers,2015,"https://en.wikipedia.com/wiki/Joe_Whitt,_Jr."
Darren Perry,Secondary Safeties,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Darren_Perry
Jerry Montgomery,Defensive Front Assistant,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Jerry_Montgomery
John Rushing,Defensive Quality Control,Green Bay Packers,2015,https://en.wikipedia.com/wiki/John_Rushing
Ron Zook,Special Teams Coordinator,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Ron_Zook
Jason Simmons,Assistant Special Teams,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Jason_Simmons
Mark Lovat,Strength And Conditioning Coordinator,Green Bay Packers,2015,https://en.wikipedia.com/w/index.php?title=Mark_Lovat&amp;action=edit&amp;redlink=1
Chris Gizzi,Strength And Conditioning Assistant,Green Bay Packers,2015,https://en.wikipedia.com/wiki/Chris_Gizzi
Thadeus Jackson,Strength And Conditioning Assistant,Green Bay Packers,2015,https://en.wikipedia.com/w/index.php?title=Thadeus_Jackson&amp;action=edit&amp;redlink=1
D. Cal McNair,Vice Chairman,Houston Texans,2015,https://en.wikipedia.com/w/index.php?title=D._Cal_McNair&amp;action=edit&amp;redlink=1
Chris Olsen,Vice President Of Football Administration,Houston Texans,2015,https://en.wikipedia.com/w/index.php?title=Chris_Olsen_(American_football)&amp;action=edit&amp;redlink=1
Doug West,Vice President Of Football Operations,Houston Texans,2015,
Bobby Grier,Senior Personnel Advisor,Houston Texans,2015,https://en.wikipedia.com/w/index.php?title=Bobby_Grier_(American_football_coach)&amp;action=edit&amp;redlink=1
Larry Wright,Assistant Director Of Pro Personnel,Houston Texans,2015,
Bill O'Brien,Head Coach,Houston Texans,2015,https://en.wikipedia.com/wiki/Bill_O%27Brien_(American_football)
George Godsey,Offensive Coordinator,Houston Texans,2015,https://en.wikipedia.com/wiki/George_Godsey
Charles London,Running Backs,Houston Texans,2015,https://en.wikipedia.com/wiki/Charles_London
Stan Hixon,Wide Receivers,Houston Texans,2015,https://en.wikipedia.com/wiki/Stan_Hixon
John Perry,Tight Ends,Houston Texans,2015,"https://en.wikipedia.com/wiki/John_Perry_(American_football,_born_1969)"
Mike Devlin,Offensive Line,Houston Texans,2015,https://en.wikipedia.com/wiki/Mike_Devlin_(American_football)
Pat O'Hara,Offensive Assistant,Houston Texans,2015,https://en.wikipedia.com/wiki/Pat_O%27Hara
Tim Kelly,Offensive Quality Control,Houston Texans,2015,https://en.wikipedia.com/wiki/Tim_Kelly_(American_football)
Romeo Crennel,Defensive Coordinator,Houston Texans,2015,https://en.wikipedia.com/wiki/Romeo_Crennel
Paul Pasqualoni,Defensive Line,Houston Texans,2015,https://en.wikipedia.com/wiki/Paul_Pasqualoni
Mike Vrabel,Linebackers,Houston Texans,2015,https://en.wikipedia.com/wiki/Mike_Vrabel
John Butler,Secondary,Houston Texans,2015,https://en.wikipedia.com/wiki/John_Butler_(American_football_coach)
Anthony Midget,Assistant Secondary,Houston Texans,2015,https://en.wikipedia.com/wiki/Anthony_Midget
Anthony Pleasant,Defensive Assistant,Houston Texans,2015,https://en.wikipedia.com/wiki/Anthony_Pleasant
Will Lawing,Defensive Quality Control,Houston Texans,2015,https://en.wikipedia.com/wiki/Will_Lawing
Bob Ligashesky,Special Teams Coordinator,Houston Texans,2015,https://en.wikipedia.com/wiki/Bob_Ligashesky
Doug Colman,Assistant Special Teams,Houston Texans,2015,https://en.wikipedia.com/wiki/Doug_Colman
Craig Fitzgerald,Head Strength And Conditioning,Houston Texans,2015,https://en.wikipedia.com/wiki/Craig_Fitzgerald
Sean Hayes,Assistant Strength And Conditioning,Houston Texans,2015,https://en.wikipedia.com/w/index.php?title=Sean_Hayes_(American_football_coach)&amp;action=edit&amp;redlink=1
Brian Bell,Assistant Strength And Conditioning,Houston Texans,2015,https://en.wikipedia.com/wiki/Brian_Bell
Chuck Pagano,Head Coach,Indianapolis Colts,2015,https://en.wikipedia.com/wiki/Chuck_Pagano
Rob Chudzinski,Associate Head Coach/Offensive Coordinator,Indianapolis Colts,2015,https://en.wikipedia.com/wiki/Rob_Chudzinski
Clyde Christensen,Quarterbacks,Indianapolis Colts,2015,https://en.wikipedia.com/wiki/Clyde_Christensen
Charlie Williams,Running Backs,Indianapolis Colts,2015,https://en.wikipedia.com/w/index.php?title=Charlie_Williams_(American_football_coach)&amp;action=edit&amp;redlink=1
Jim Hostler,Wide Receivers,Indianapolis Colts,2015,https://en.wikipedia.com/wiki/Jim_Hostler
Alfredo Roberts,Tight Ends,Indianapolis Colts,2015,https://en.wikipedia.com/wiki/Alfredo_Roberts
Joe Gilbert,Offensive Line,Indianapolis Colts,2015,https://en.wikipedia.com/w/index.php?title=Joe_Gilbert_(American_football)&amp;action=edit&amp;redlink=1
Hal Hunter,Offensive Line,Indianapolis Colts,2015,"https://en.wikipedia.com/wiki/Hal_Hunter_(American_football,_born_1959)"
Frank Giufre,Offensive Quality Control,Indianapolis Colts,2015,https://en.wikipedia.com/w/index.php?title=Frank_Giufre&amp;action=edit&amp;redlink=1
Greg Manusky,Defensive Coordinator,Indianapolis Colts,2015,https://en.wikipedia.com/wiki/Greg_Manusky
Gary Emanuel,Defensive Line,Indianapolis Colts,2015,https://en.wikipedia.com/wiki/Gary_Emanuel
Jeff FitzGerald,Linebackers,Indianapolis Colts,2015,https://en.wikipedia.com/wiki/Jeff_FitzGerald
Brad White,Outside Linebackers,Indianapolis Colts,2015,https://en.wikipedia.com/w/index.php?title=Brad_White_(American_football)&amp;action=edit&amp;redlink=1
Mike Gillhamer,Secondary,Indianapolis Colts,2015,https://en.wikipedia.com/w/index.php?title=Mike_Gillhamer&amp;action=edit&amp;redlink=1
Roy Anderson,Safeties,Indianapolis Colts,2015,https://en.wikipedia.com/wiki/Roy_Anderson_(American_football)
Tim Berbenich,Defensive Assistant,Indianapolis Colts,2015,https://en.wikipedia.com/w/index.php?title=Tim_Berbenich&amp;action=edit&amp;redlink=1
Tom McMahon,Special Teams Coordinator,Indianapolis Colts,2015,
Brant Boyer,Assistant Special Teams,Indianapolis Colts,2015,https://en.wikipedia.com/wiki/Brant_Boyer
Roger Marandino,Strength And Conditioning,Indianapolis Colts,2015,https://en.wikipedia.com/w/index.php?title=Roger_Marandino&amp;action=edit&amp;redlink=1
Richard Howell,Assistant Strength And Conditioning,Indianapolis Colts,2015,https://en.wikipedia.com/w/index.php?title=Richard_Howell_(football_coach)&amp;action=edit&amp;redlink=1
Gus Bradley,Head Coach,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Gus_Bradley
Doug Marrone,Assistant Head Coach-Offense/Offensive Line,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Doug_Marrone
Tyler Wolf,Assistant To The Head Coach,Jacksonville Jaguars,2015,https://en.wikipedia.com/w/index.php?title=Tyler_Wolf&amp;action=edit&amp;redlink=1
ElizaBeth Mayers,Assistant To The Head Coach And Administrator Of Coaching Operations,Jacksonville Jaguars,2015,https://en.wikipedia.com/w/index.php?title=ElizaBeth_Mayers&amp;action=edit&amp;redlink=1
Greg Olson,Offensive Coordinator,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Greg_Olson_(American_football)
Nathaniel Hackett,Quarterbacks,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Nathaniel_Hackett
Kelly Skipper,Running Backs,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Kelly_Skipper
Jerry Sullivan,Wide Receivers,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Jerry_Sullivan
Ron Middleton,Tight Ends/Assistant Special Teams,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Ron_Middleton_(American_football)
Luke Butkus,Assistant Offensive Line,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Luke_Butkus
Frank Scelfo,Senior Offensive Assistant,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Frank_Scelfo
Tony Sorrentino,Offensive Assistant/Quality Control,Jacksonville Jaguars,2015,https://en.wikipedia.com/w/index.php?title=Tony_Sorrentino&amp;action=edit&amp;redlink=1
Chris O'Hara,Offensive Coaching Associate,Jacksonville Jaguars,2015,https://en.wikipedia.com/w/index.php?title=Chris_O%27Hara&amp;action=edit&amp;redlink=1
Bob Babich,Defensive Coordinator,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Bob_Babich_(American_football_coach)
Todd Wash,Defensive Line/Run Game Coordinator,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Todd_Wash
Robert Saleh,Linebackers,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Robert_Saleh
Scottie Hazelton,Assistant Linebackers,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Scottie_Hazelton
DeWayne Walker,Defensive Backs,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/DeWayne_Walker
Mike Rutenberg,Assistant Defensive Backs,Jacksonville Jaguars,2015,https://en.wikipedia.com/w/index.php?title=Mike_Rutenberg&amp;action=edit&amp;redlink=1
Dan Shamash,Defensive Quality Control,Jacksonville Jaguars,2015,https://en.wikipedia.com/w/index.php?title=Dan_Shamash&amp;action=edit&amp;redlink=1
Aaron Whitecotton,Assistant To The Defensive Staff,Jacksonville Jaguars,2015,https://en.wikipedia.com/w/index.php?title=Aaron_Whitecotton&amp;action=edit&amp;redlink=1
Mike Mallory,Special Teams Coordinator,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Mike_Mallory
Matthew Smiley,Assistant Special Teams,Jacksonville Jaguars,2015,https://en.wikipedia.com/w/index.php?title=Matthew_Smiley&amp;action=edit&amp;redlink=1
Tom Myslinski,Strength And Conditioning Coordinator,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Tom_Myslinski
Alex Hampton,Strength And Conditioning Associate,Jacksonville Jaguars,2015,https://en.wikipedia.com/w/index.php?title=Alex_Hampton&amp;action=edit&amp;redlink=1
Jess Langvardt,Strength And Conditioning Associate,Jacksonville Jaguars,2015,https://en.wikipedia.com/w/index.php?title=Jess_Langvardt&amp;action=edit&amp;redlink=1
Cedric Scott,Assistant Strength And Conditioning,Jacksonville Jaguars,2015,https://en.wikipedia.com/wiki/Cedric_Scott
Andy Reid,Head Coach,Kansas City Chiefs,2015,https://en.wikipedia.com/wiki/Andy_Reid
David Culley,Assistant Head Coach/Wide Receivers,Kansas City Chiefs,2015,https://en.wikipedia.com/wiki/David_Culley
Kyle Childress,Senior Assistant To The Head Coach,Kansas City Chiefs,2015,https://en.wikipedia.com/w/index.php?title=Kyle_Childress&amp;action=edit&amp;redlink=1
Doug Pederson,Offensive Coordinator,Kansas City Chiefs,2015,https://en.wikipedia.com/wiki/Doug_Pederson
Matt Nagy,Quarterbacks,Kansas City Chiefs,2015,https://en.wikipedia.com/wiki/Matt_Nagy
