name,team,year,position,phase,level,win,loss,tie
Scott O'Brien,Carolina Panthers,2001,Special Teams,Special Teams,Coordinator,1.0,15.0,0.0
Darrin Simmons,Carolina Panthers,2001,Assistant Strength And Conditioning/Special Teams Assistant,Special Teams,Coordinator,1.0,15.0,0.0
Jerry Simmons,Carolina Panthers,2001,Strength And Conditioning,,,1.0,15.0,0.0
Alex Gibbs,Denver Broncos,2001,Offensive Line/Assistant Head Coach,Head,Head,8.0,8.0,0.0
Bobby Turner,Denver Broncos,2001,Running Backs,Offense,Positional,8.0,8.0,0.0
Karl Dorrell,Denver Broncos,2001,Wide Receivers,Offense,Positional,8.0,8.0,0.0
Brian Pariani,Denver Broncos,2001,Tight Ends,Offense,Positional,8.0,8.0,0.0
Pat McPherson,Denver Broncos,2001,Offensive Assistant,Offense,Positional,8.0,8.0,0.0
Ron Milus,Denver Broncos,2001,Defensive Backs,Defense,Positional,8.0,8.0,0.0
David Gibbs,Denver Broncos,2001,Safeties,Defense,Positional,8.0,8.0,0.0
Steve Watson,Denver Broncos,2001,Defensive Assistant,Defense,Positional,8.0,8.0,0.0
John Teerlinck,Denver Broncos,2001,Pass Rush Specialist,Defense,,8.0,8.0,0.0
Rich Tuten,Denver Broncos,2001,Strength And Conditioning,,,8.0,8.0,0.0
Greg Saporta,Denver Broncos,2001,Assistant Strength And Conditioning,,Positional,8.0,8.0,0.0
Cedric Smith,Denver Broncos,2001,Assistant Strength And Conditioning,,Positional,8.0,8.0,0.0
Kevin Higgins,Detroit Lions,2001,Quarterbacks,Offense,Positional,2.0,14.0,0.0
Larry Kirksey,Detroit Lions,2001,Wide Receivers,Offense,Positional,2.0,14.0,0.0
Sean Kugler,Detroit Lions,2001,Tight Ends,Offense,Positional,2.0,14.0,0.0
Carl Mauck,Detroit Lions,2001,Offensive Line,Offense,Positional,2.0,14.0,0.0
Mike McHugh,Detroit Lions,2001,Quality Control/Offensive Assistant,Offense,Positional,2.0,14.0,0.0
Bill Young,Detroit Lions,2001,Defensive Line,Defense,Positional,2.0,14.0,0.0
Charles Haley,Detroit Lions,2001,Pass Rush Specialist/Assistant Defensive Line,Defense,Positional,2.0,14.0,0.0
Glenn Pires,Detroit Lions,2001,Linebackers,Defense,Positional,2.0,14.0,0.0
Richard Selcer,Detroit Lions,2001,Defensive Backs,Defense,Positional,2.0,14.0,0.0
Don Clemons,Detroit Lions,2001,Quality Control/Defensive Assistant,Defense,Positional,2.0,14.0,0.0
Chuck Priefer,Detroit Lions,2001,Special Teams,Special Teams,Coordinator,2.0,14.0,0.0
Jason Arapoff,Detroit Lions,2001,Strength And Conditioning,,,2.0,14.0,0.0
Malcolm Blacken,Detroit Lions,2001,Assistant Strength And Conditioning,,Positional,2.0,14.0,0.0
Larry Beightol,Green Bay Packers,2001,Offensive Line,Offense,Positional,12.0,4.0,0.0
Pat Ruel,Green Bay Packers,2001,Assistant Offensive Line,Offense,Positional,12.0,4.0,0.0
Jethro Franklin,Green Bay Packers,2001,Defensive Line,Defense,Positional,12.0,4.0,0.0
Bo Pelini,Green Bay Packers,2001,Linebackers,Defense,Positional,12.0,4.0,0.0
Lionel Washington,Green Bay Packers,2001,Assistant Defensive Backs,Defense,Positional,12.0,4.0,0.0
Brad Miller,Green Bay Packers,2001,Quality Control/Defensive Assistant,Defense,Positional,12.0,4.0,0.0
Frank Novak,Green Bay Packers,2001,Special Teams,Special Teams,Coordinator,12.0,4.0,0.0
Stan Drayton,Green Bay Packers,2001,Special Teams-Offense/Quality Control Assistant,Offense,Coordinator,12.0,4.0,0.0
Barry Rubin,Green Bay Packers,2001,Strength And Conditioning,,,12.0,4.0,0.0
Mark Lovat,Green Bay Packers,2001,Strength And Conditioning Assistant,,Positional,12.0,4.0,0.0
Vince Workman,Green Bay Packers,2001,Weight Room Assistant,,Positional,12.0,4.0,0.0
Jim E Mora,Indianapolis Colts,2001,Head Coach,Head,Head,6.0,10.0,0.0
George Catavolos,Indianapolis Colts,2001,Defensive Backs/Assistant Head Coach,Head,Head,6.0,10.0,0.0
Gene Huey,Indianapolis Colts,2001,Running Backs,Offense,Positional,6.0,10.0,0.0
Jay Norvell,Indianapolis Colts,2001,Receivers,Offense,Positional,6.0,10.0,0.0
Tony Marciano,Indianapolis Colts,2001,Tight Ends,Offense,Positional,6.0,10.0,0.0
Howard Mudd,Indianapolis Colts,2001,Offensive Line,Offense,Positional,6.0,10.0,0.0
Mike Murphy,Indianapolis Colts,2001,Linebackers,Defense,Positional,6.0,10.0,0.0
Kevin Spencer,Indianapolis Colts,2001,Special Teams,Special Teams,Coordinator,6.0,10.0,0.0
Jon Torine,Indianapolis Colts,2001,Strength And Conditioning,,,6.0,10.0,0.0
Richard Howell,Indianapolis Colts,2001,Assistant Strength And Conditioning,,Positional,6.0,10.0,0.0
John Pease,Jacksonville Jaguars,2001,Assistant Head Coach/Defensive Line,Head,Head,6.0,10.0,0.0
Jerald Ingram,Jacksonville Jaguars,2001,Running Backs,Offense,Positional,6.0,10.0,0.0
John McNulty,Jacksonville Jaguars,2001,Wide Receivers,Offense,Positional,6.0,10.0,0.0
Fred Hoaglin,Jacksonville Jaguars,2001,Tight Ends,Offense,Positional,6.0,10.0,0.0
Mike Maser,Jacksonville Jaguars,2001,Offensive Line,Offense,Positional,6.0,10.0,0.0
Garrick McGee,Jacksonville Jaguars,2001,Offensive Quality Control,Offense,Positional,6.0,10.0,0.0
Steve Szabo,Jacksonville Jaguars,2001,Inside Linebackers,Defense,Positional,6.0,10.0,0.0
Lucious Selmon,Jacksonville Jaguars,2001,Outside Linebackers,Defense,Positional,6.0,10.0,0.0
Paul Haynes,Jacksonville Jaguars,2001,Defensive Quality Control,Defense,Positional,6.0,10.0,0.0
John Bonamego,Jacksonville Jaguars,2001,Assistant Special Teams,Special Teams,Coordinator,6.0,10.0,0.0
Jerry Palmieri,Jacksonville Jaguars,2001,Strength And Conditioning,,,6.0,10.0,0.0
Greg Finnegan,Jacksonville Jaguars,2001,Assistant Strength And Conditioning,,Positional,6.0,10.0,0.0
James Saxon,Kansas City Chiefs,2001,Running Backs,Offense,Positional,6.0,10.0,0.0
Charlie Joiner,Kansas City Chiefs,2001,Wide Receivers,Offense,Positional,6.0,10.0,0.0
Irv Eatman,Kansas City Chiefs,2001,Assistant Offensive Line,Offense,Positional,6.0,10.0,0.0
Jason Verduzco,Kansas City Chiefs,2001,Quality Control/Offensive Assistant,Offense,Positional,6.0,10.0,0.0
Carl Hairston,Kansas City Chiefs,2001,Defensive Line,Defense,Positional,6.0,10.0,0.0
Bob Karmelowicz,Kansas City Chiefs,2001,Defensive Line,Defense,Positional,6.0,10.0,0.0
Darvin Wallis,Kansas City Chiefs,2001,Quality Control/Defensive Assistant,Defense,Positional,6.0,10.0,0.0
Frank Gansz Jr,Kansas City Chiefs,2001,Special Teams,Special Teams,Coordinator,6.0,10.0,0.0
Jeff Hurd,Kansas City Chiefs,2001,Strength And Conditioning,,,6.0,10.0,0.0
Billy Long,Kansas City Chiefs,2001,Assistant Strength And Conditioning,,Positional,6.0,10.0,0.0
Joel Collier,Miami Dolphins,2001,Running Backs,Offense,Positional,11.0,5.0,0.0
Robert Ford,Miami Dolphins,2001,Wide Receivers,Offense,Positional,11.0,5.0,0.0
Pat Jones,Miami Dolphins,2001,Tight Ends,Offense,Positional,11.0,5.0,0.0
Tony Wise,Miami Dolphins,2001,Offensive Line,Offense,Positional,11.0,5.0,0.0
Judd Garrett,Miami Dolphins,2001,Offensive Quality Control,Offense,Positional,11.0,5.0,0.0
Clarence Brooks,Miami Dolphins,2001,Defensive Line,Defense,Positional,11.0,5.0,0.0
Robert Nunn,Miami Dolphins,2001,Defensive Quality Control/Assistant Defensive Line,Defense,Positional,11.0,5.0,0.0
Mel Phillips,Miami Dolphins,2001,Secondary,Defense,Positional,11.0,5.0,0.0
Bill Lewis,Miami Dolphins,2001,Defensive Nickel Package,Defense,Positional,11.0,5.0,0.0
Keith Armstrong,Miami Dolphins,2001,Special Teams,Special Teams,Coordinator,11.0,5.0,0.0
Doug Blevins,Miami Dolphins,2001,Kicking,Special Teams,,11.0,5.0,0.0
John Gamble,Miami Dolphins,2001,Strength And Conditioning,,,11.0,5.0,0.0
Brad Roll,Miami Dolphins,2001,Assistant Strength And Conditioning,,Positional,11.0,5.0,0.0
Carl Hargrave,Minnesota Vikings,2001,Running Backs,Offense,Positional,5.0,11.0,0.0
Charlie Baggett,Minnesota Vikings,2001,Wide Receivers,Offense,Positional,5.0,11.0,0.0
John Tice,Minnesota Vikings,2001,Tight Ends,Offense,Positional,5.0,11.0,0.0
Dean Dalton,Minnesota Vikings,2001,Assistant Offensive Line/Quality Control,Offense,Positional,5.0,11.0,0.0
Brian Baker,Minnesota Vikings,2001,Defensive Line,Defense,Positional,5.0,11.0,0.0
Richard Solomon,Minnesota Vikings,2001,Inside Linebackers,Defense,Positional,5.0,11.0,0.0
Chuck Knox Jr,Minnesota Vikings,2001,Outside Linebackers,Defense,Positional,5.0,11.0,0.0
Trent Walters,Minnesota Vikings,2001,Defensive Assistant,Defense,Positional,5.0,11.0,0.0
Steve Wetzel,Minnesota Vikings,2001,Strength And Conditioning,,,5.0,11.0,0.0
Daryl Lawrence,Minnesota Vikings,2001,Assistant Strength And Conditioning,,Positional,5.0,11.0,0.0
Dante Scarnecchia,New England Patriots,2001,Offensive Line/Assistant Head Coach,Head,Head,11.0,5.0,0.0
Dick Rehbein,New England Patriots,2001,Quarterbacks,Offense,Positional,11.0,5.0,0.0
Ivan Fears,New England Patriots,2001,Wide Receivers,Offense,Positional,11.0,5.0,0.0
Ned Burke,New England Patriots,2001,Coaching Assistant,,Positional,11.0,5.0,0.0
Randy Melvin,New England Patriots,2001,Defensive Line,Defense,Positional,11.0,5.0,0.0
Pepper Johnson,New England Patriots,2001,Inside Linebackers,Defense,Positional,11.0,5.0,0.0
Brad Seely,New England Patriots,2001,Special Teams,Special Teams,Coordinator,11.0,5.0,0.0
Mike Woicik,New England Patriots,2001,Strength And Conditioning,,,11.0,5.0,0.0
Markus Paul,New England Patriots,2001,Assistant Strength And Conditioning,,Positional,11.0,5.0,0.0
Frank Cignetti Jr,New Orleans Saints,2001,Quarterbacks,Offense,Positional,7.0,9.0,0.0
Hubbard Alexander,New Orleans Saints,2001,Wide Receivers,Offense,Positional,7.0,9.0,0.0
Bob Palcic,New Orleans Saints,2001,Tight Ends,Offense,Positional,7.0,9.0,0.0
Jack Henry,New Orleans Saints,2001,Offensive Line,Offense,Positional,7.0,9.0,0.0
Sam Clancy,New Orleans Saints,2001,Defensive Line,Defense,Positional,7.0,9.0,0.0
Winston Moss,New Orleans Saints,2001,Linebackers,Defense,Positional,7.0,9.0,0.0
Joe Baker,New Orleans Saints,2001,Secondary/Special Teams Assistant,Defense,Coordinator,7.0,9.0,0.0
Mike Woodford,New Orleans Saints,2001,Quality Control/Defensive Assistant,Defense,Positional,7.0,9.0,0.0
Al Everest,New Orleans Saints,2001,Special Teams,Special Teams,Coordinator,7.0,9.0,0.0
Rock Gullickson,New Orleans Saints,2001,Strength And Conditioning,,,7.0,9.0,0.0
Evan Marcus,New Orleans Saints,2001,Assistant Strength And Conditioning,,Positional,7.0,9.0,0.0
Jimmy Robinson,New York Giants,2001,Wide Receivers,Offense,Positional,7.0,9.0,0.0
Jay Robertson,New York Giants,2001,Offensive Assistant,Offense,Positional,7.0,9.0,0.0
Danny Marcin,New York Giants,2001,Defensive Line,Defense,Positional,7.0,9.0,0.0
Johnnie Lynn,New York Giants,2001,Secondary,Defense,Positional,7.0,9.0,0.0
John Dunn,New York Giants,2001,Strength And Conditioning,,,7.0,9.0,0.0
Craig Stoddard,New York Giants,2001,Assistant Strength And Conditioning,,Positional,7.0,9.0,0.0
Herman Edwards,New York Jets,2001,Head Coach,Head,Head,10.0,6.0,0.0
Bishop Harris,New York Jets,2001,Running Backs,Offense,Positional,10.0,6.0,0.0
Mose Rison,New York Jets,2001,Wide Receivers,Offense,Positional,10.0,6.0,0.0
Phil Pettey,New York Jets,2001,Tight Ends,Offense,Positional,10.0,6.0,0.0
Eric Price,New York Jets,2001,Offensive Assistant,Offense,Positional,10.0,6.0,0.0
Mike Henning,New York Jets,2001,Offensive Quality Control,Offense,Positional,10.0,6.0,0.0
Bill Bradley,New York Jets,2001,Defensive Backs,Defense,Positional,10.0,6.0,0.0
Dave Merritt,New York Jets,2001,Linebackers/Defensive Assistant,Defense,Positional,10.0,6.0,0.0
Al Roberts,New York Jets,2001,Special Teams,Special Teams,Coordinator,10.0,6.0,0.0
John Lott,New York Jets,2001,Strength And Conditioning,,,10.0,6.0,0.0
Lou Hernandez,New York Jets,2001,Assistant Strength And Conditioning,,Positional,10.0,6.0,0.0
Sal Alosi,New York Jets,2001,Strength Assistant,,Positional,10.0,6.0,0.0
Paul Kelly,Oakland Raiders,2001,Coaches’ Assistant,Head,Head,10.0,6.0,0.0
David Shaw,Oakland Raiders,2001,Quarterbacks,Offense,Positional,10.0,6.0,0.0
Skip Peete,Oakland Raiders,2001,Running Backs,Offense,Positional,10.0,6.0,0.0
Fred Biletnikoff,Oakland Raiders,2001,Wide Receivers,Offense,Positional,10.0,6.0,0.0
John Morton,Oakland Raiders,2001,Wide Receivers,Offense,Positional,10.0,6.0,0.0
Jim Erkenbeck,Oakland Raiders,2001,Tight Ends,Offense,Positional,10.0,6.0,0.0
Mike Waufle,Oakland Raiders,2001,Defensive Line,Defense,Positional,10.0,6.0,0.0
Don Martin,Oakland Raiders,2001,Defensive Quality Control,Defense,Positional,10.0,6.0,0.0
Bob Casullo,Oakland Raiders,2001,Special Teams,Special Teams,Coordinator,10.0,6.0,0.0
Garrett Giemont,Oakland Raiders,2001,Strength And Conditioning,,,10.0,6.0,0.0
Ted Williams,Philadelphia Eagles,2001,Running Backs,Offense,Positional,11.0,5.0,0.0
David Culley,Philadelphia Eagles,2001,Wide Receivers,Offense,Positional,11.0,5.0,0.0
Tom Melvin,Philadelphia Eagles,2001,Quality Control/Offensive Assistant,Offense,Positional,11.0,5.0,0.0
Tommy Brasher,Philadelphia Eagles,2001,Defensive Line,Defense,Positional,11.0,5.0,0.0
Dave Toub,Philadelphia Eagles,2001,Special Teams/Quality Control,Special Teams,Coordinator,11.0,5.0,0.0
Rick Burkholder,Philadelphia Eagles,2001,Head Athletic Trainer,Head,Head,11.0,5.0,0.0
Mike Wolf,Philadelphia Eagles,2001,Strength And Conditioning,,,11.0,5.0,0.0
Tom Kanavy,Philadelphia Eagles,2001,Assistant Strength And Conditioning,,Positional,11.0,5.0,0.0
Chris DiSanto,Philadelphia Eagles,2001,Volunteer Assistant Strength And Conditioning,,Positional,11.0,5.0,0.0
Eric Sugarman,Philadelphia Eagles,2001,Assistant Trainer,,Positional,11.0,5.0,0.0
Mike Johnson,San Diego Chargers,2001,Quarterbacks,Offense,Positional,5.0,11.0,0.0
Ollie Wilson,San Diego Chargers,2001,Running Backs,Offense,Positional,5.0,11.0,0.0
Mike Sanford,San Diego Chargers,2001,Wide Receivers,Offense,Positional,5.0,11.0,0.0
Paul Chryst,San Diego Chargers,2001,Tight Ends,Offense,Positional,5.0,11.0,0.0
Craig Dickenson,San Diego Chargers,2001,Quality Control/Offensive Assistant/Special Teams Assistant,Offense,Coordinator,5.0,11.0,0.0
Wayne Nunnely,San Diego Chargers,2001,Defensive Line,Defense,Positional,5.0,11.0,0.0
Jim Vechiarella,San Diego Chargers,2001,Linebackers,Defense,Positional,5.0,11.0,0.0
Rod Perry,San Diego Chargers,2001,Secondary,Defense,Positional,5.0,11.0,0.0
Mark Banker,San Diego Chargers,2001,Defensive Corners,Defense,Positional,5.0,11.0,0.0
Andrew McClave,San Diego Chargers,2001,Quality Control/Defensive Assistant,Defense,Positional,5.0,11.0,0.0
Bruce Read,San Diego Chargers,2001,Special Teams,Special Teams,Coordinator,5.0,11.0,0.0
John Hastings,San Diego Chargers,2001,Strength And Conditioning,,,5.0,11.0,0.0
Mike Schleelein,San Diego Chargers,2001,Assistant Strength And Conditioning,,Positional,5.0,11.0,0.0
Bill Walsh,San Francisco 49ers,2001,Consultant,,,12.0,4.0,0.0
Tom Rathman,San Francisco 49ers,2001,Running Backs,Offense,Positional,12.0,4.0,0.0
George Stewart,San Francisco 49ers,2001,Wide Receivers,Offense,Positional,12.0,4.0,0.0
Tom Batta,San Francisco 49ers,2001,Tight Ends,Offense,Positional,12.0,4.0,0.0
Pat Morris,San Francisco 49ers,2001,Offensive Line,Offense,Positional,12.0,4.0,0.0
Andy Sugarman,San Francisco 49ers,2001,Offensive Assistant,Offense,Positional,12.0,4.0,0.0
Dwaine Board,San Francisco 49ers,2001,Defensive Line,Defense,Positional,12.0,4.0,0.0
Brett Maxie,San Francisco 49ers,2001,Assistant Secondary,Defense,Positional,12.0,4.0,0.0
Chris Beake,San Francisco 49ers,2001,Defensive Assistant,Defense,Positional,12.0,4.0,0.0
Bruce DeHaven,San Francisco 49ers,2001,Special Teams,Special Teams,Coordinator,12.0,4.0,0.0
Manny Rivera,San Francisco 49ers,2001,Intern Athletic Trainer,,,12.0,4.0,0.0
Tom Lovat,Seattle Seahawks,2001,Offensive Line/Assistant Head Coach,Head,Head,9.0,7.0,0.0
Stump Mitchell,Seattle Seahawks,2001,Running Backs,Offense,Positional,9.0,7.0,0.0
Nolan Cromwell,Seattle Seahawks,2001,Wide Receivers,Offense,Positional,9.0,7.0,0.0
Jerry Colquitt,Seattle Seahawks,2001,Offensive Quality Control,Offense,Positional,9.0,7.0,0.0
Larry Brooks,Seattle Seahawks,2001,Defensive Line,Defense,Positional,9.0,7.0,0.0
Johnny Holland,Seattle Seahawks,2001,Linebackers,Defense,Positional,9.0,7.0,0.0
Clayton Lopez,Seattle Seahawks,2001,Defensive Quality Control,Defense,Positional,9.0,7.0,0.0
Mark Michaels,Seattle Seahawks,2001,Assistant Special Teams,Special Teams,Coordinator,9.0,7.0,0.0
Kent Johnston,Seattle Seahawks,2001,Strength And Conditioning,,,9.0,7.0,0.0
Rod Springer,Seattle Seahawks,2001,Assistant Strength And Conditioning,,Positional,9.0,7.0,0.0
John Matsko,St. Louis Rams,2001,"Assistant Head Coach,Offensive Line",Head,Head,14.0,2.0,0.0
John Ramsdell,St. Louis Rams,2001,Quarterbacks,Offense,Positional,14.0,2.0,0.0
Wilbert Montgomery,St. Louis Rams,2001,Tight Ends,Offense,Positional,14.0,2.0,0.0
Henry Ellard,St. Louis Rams,2001,Offensive Assistant,Offense,Positional,14.0,2.0,0.0
Bill Kollar,St. Louis Rams,2001,Defensive Line,Defense,Positional,14.0,2.0,0.0
Mike Haluchak,St. Louis Rams,2001,Linebackers,Defense,Positional,14.0,2.0,0.0
Ron Meeks,St. Louis Rams,2001,Secondary,Defense,Positional,14.0,2.0,0.0
Matt Sheldon,St. Louis Rams,2001,Quality Control/Defensive Assistant,Defense,Positional,14.0,2.0,0.0
Bobby April,St. Louis Rams,2001,Special Teams,Special Teams,Coordinator,14.0,2.0,0.0
Chris Clausen,St. Louis Rams,2001,Strength And Conditioning,,,14.0,2.0,0.0
Dana LeDuc,St. Louis Rams,2001,Strength And Conditioning,,,14.0,2.0,0.0
Tony Nathan,Tampa Bay Buccaneers,2001,Running Backs,Offense,Positional,9.0,7.0,0.0
Charlie Williams,Tampa Bay Buccaneers,2001,Wide Receivers,Offense,Positional,9.0,7.0,0.0
Ricky Thomas,Tampa Bay Buccaneers,2001,Tight Ends,Offense,Positional,9.0,7.0,0.0
Kevin O'Dea,Tampa Bay Buccaneers,2001,Offensive Assistant,Offense,Positional,9.0,7.0,0.0
Joe Marciano,Tampa Bay Buccaneers,2001,Special Teams,Special Teams,Coordinator,9.0,7.0,0.0
Mark Asanovich,Tampa Bay Buccaneers,2001,Strength And Conditioning,,,9.0,7.0,0.0
Les Ebert,Tampa Bay Buccaneers,2001,Assistant Strength And Conditioning,,Positional,9.0,7.0,0.0
Steve Walters,Tennessee Titans,2001,Wide Receivers,Offense,Positional,7.0,9.0,0.0
Craig Johnson,Tennessee Titans,2001,Quality Control/Offensive Assistant,Offense,Positional,7.0,9.0,0.0
Jim Washburn,Tennessee Titans,2001,Defensive Line,Defense,Positional,7.0,9.0,0.0
Everett Withers,Tennessee Titans,2001,Defensive Backs,Defense,Positional,7.0,9.0,0.0
Alan Lowry,Tennessee Titans,2001,Special Teams,Special Teams,Coordinator,7.0,9.0,0.0
Steve Watterson,Tennessee Titans,2001,Strength And Conditioning,,,7.0,9.0,0.0
Sammy Cribb,Tennessee Titans,2001,Assistant Strength And Conditioning,,Positional,7.0,9.0,0.0
Richard Mann,Washington Redskins,2001,Wide Receivers,Offense,Positional,8.0,8.0,0.0
Pete Carmichael Jr,Washington Redskins,2001,Quality Control/Offensive Assistant,Offense,Positional,8.0,8.0,0.0
Jerry Holmes,Washington Redskins,2001,Defensive Backs,Defense,Positional,8.0,8.0,0.0
Bill Arnsparger,Washington Redskins,2001,Defensive Assistant,Defense,Positional,8.0,8.0,0.0
Kirk Olivadotti,Washington Redskins,2001,Quality Control/Defensive Assistant,Defense,Positional,8.0,8.0,0.0
Mike Stock,Washington Redskins,2001,Special Teams,Special Teams,Coordinator,8.0,8.0,0.0
Dave Redding,Washington Redskins,2001,Strength And Conditioning,,,8.0,8.0,0.0
Matt Schiotz,Washington Redskins,2001,Assistant Strength And Conditioning,,Positional,8.0,8.0,0.0
Johnny Roland,Arizona Cardinals,2002,Running Backs,Offense,Positional,5.0,11.0,0.0
Pete Hoener,Arizona Cardinals,2002,Tight Ends,Offense,Positional,5.0,11.0,0.0
George Warhop,Arizona Cardinals,2002,Offensive Line,Offense,Positional,5.0,11.0,0.0
Mike Devlin,Arizona Cardinals,2002,Assistant Offensive Line/Offensive Quality Control,Offense,Positional,5.0,11.0,0.0
Joe Greene,Arizona Cardinals,2002,Defensive Line,Defense,Positional,5.0,11.0,0.0
Jeff FitzGerald,Arizona Cardinals,2002,Linebackers,Defense,Positional,5.0,11.0,0.0
Kevin Ramsey,Arizona Cardinals,2002,Defensive Backs,Defense,Positional,5.0,11.0,0.0
Hank Kuhlmann,Arizona Cardinals,2002,Special Teams,Special Teams,Coordinator,5.0,11.0,0.0
Stan Kwan,Arizona Cardinals,2002,Defensive Quality Control/Special Teams Assistant,Defense,Coordinator,5.0,11.0,0.0
Bob Rogucki,Arizona Cardinals,2002,Strength And Conditioning,,,5.0,11.0,0.0
Ollie Wilson,Atlanta Falcons,2002,Running Backs,Offense,Positional,9.0,6.0,1.0
Mike Johnson,Atlanta Falcons,2002,Wide Receivers,Offense,Positional,9.0,6.0,1.0
James Daniel,Atlanta Falcons,2002,Tight Ends,Offense,Positional,9.0,6.0,1.0
Rennie Simmons,Atlanta Falcons,2002,Assistant Offensive Line,Offense,Positional,9.0,6.0,1.0
Ed West,Atlanta Falcons,2002,Offensive Quality Control,Offense,Positional,9.0,6.0,1.0
Bill Johnson,Atlanta Falcons,2002,Defensive Line,Defense,Positional,9.0,6.0,1.0
Billy Davis,Atlanta Falcons,2002,Linebackers,Defense,Positional,9.0,6.0,1.0
Joe DeCamillis,Atlanta Falcons,2002,Special Teams,Special Teams,Coordinator,9.0,6.0,1.0
Al Miller,Atlanta Falcons,2002,Strength And Conditioning,,,9.0,6.0,1.0
Rocky Colburn,Atlanta Falcons,2002,Assistant Strength And Conditioning,,Positional,9.0,6.0,1.0
David Shaw,Baltimore Ravens,2002,Quarterbacks/Wide Receivers,Offense,Positional,7.0,9.0,0.0
Matt Simon,Baltimore Ravens,2002,Running Backs,Offense,Positional,7.0,9.0,0.0
Wade Harman,Baltimore Ravens,2002,Assistant Offensive Line/Tight Ends,Offense,Positional,7.0,9.0,0.0
Donnie Henderson,Baltimore Ravens,2002,Secondary,Defense,Positional,7.0,9.0,0.0
Phil Zacharias,Baltimore Ravens,2002,Defensive Line/Defensive Assistant,Defense,Positional,7.0,9.0,0.0
Bennie Thompson,Baltimore Ravens,2002,Special Teams Assistant,Special Teams,Coordinator,7.0,9.0,0.0
Jeff Friday,Baltimore Ravens,2002,Strength And Conditioning,,,7.0,9.0,0.0
Mark Asanovich,Baltimore Ravens,2002,Assistant Strength And Conditioning,,Positional,7.0,9.0,0.0
Paul Ricci,Baltimore Ravens,2002,Assistant Strength And Conditioning,,Positional,7.0,9.0,0.0
Scott O'Brien,Carolina Panthers,2002,Special Teams/Assistant Head Coach,Head,Head,7.0,9.0,0.0
Paul T Boudreau,Carolina Panthers,2002,Offensive Line,Offense,Positional,7.0,9.0,0.0
Sam Mills,Carolina Panthers,2002,Linebackers,Defense,Positional,7.0,9.0,0.0
Rod Perry,Carolina Panthers,2002,Secondary,Defense,Positional,7.0,9.0,0.0
Alvin Reynolds,Carolina Panthers,2002,Defensive Assistant,Defense,Positional,7.0,9.0,0.0
Sal Sunseri,Carolina Panthers,2002,Defensive Assistant,Defense,Positional,7.0,9.0,0.0
Darrin Simmons,Carolina Panthers,2002,Assistant Strength And Conditioning/Special Teams Assistant,Special Teams,Coordinator,7.0,9.0,0.0
Jerry Simmons,Carolina Panthers,2002,Strength And Conditioning,,,7.0,9.0,0.0
Wade Wilson,Dallas Cowboys,2002,Quarterbacks,Offense,Positional,5.0,11.0,0.0
Galen Hall,Dallas Cowboys,2002,Running Backs,Offense,Positional,5.0,11.0,0.0
Wes Chandler,Dallas Cowboys,2002,Wide Receivers,Offense,Positional,5.0,11.0,0.0
Greg Seamon,Dallas Cowboys,2002,Tight Ends,Offense,Positional,5.0,11.0,0.0
Frank Verducci,Dallas Cowboys,2002,Offensive Line,Offense,Positional,5.0,11.0,0.0
Bill Bates,Dallas Cowboys,2002,Defensive Nickel Package/Assistant,Defense,Positional,5.0,11.0,0.0
Jim Jeffcoat,Dallas Cowboys,2002,Defensive Ends,Defense,Positional,5.0,11.0,0.0
Andre Patterson,Dallas Cowboys,2002,Defensive Tackles,Defense,Positional,5.0,11.0,0.0
Joe Avezzano,Dallas Cowboys,2002,Special Teams,Special Teams,Coordinator,5.0,11.0,0.0
Steve Hoffman,Dallas Cowboys,2002,Kickers/Quality Control,Special Teams,Positional,5.0,11.0,0.0
Joe Juraszek,Dallas Cowboys,2002,Strength And Conditioning,,,5.0,11.0,0.0
Tony Ollison,Dallas Cowboys,2002,Assistant Strength And Conditioning,,Positional,5.0,11.0,0.0
Bennie Wylie,Dallas Cowboys,2002,Assistant Strength And Conditioning,,Positional,5.0,11.0,0.0
Alex Gibbs,Denver Broncos,2002,Offensive Line/Assistant Head Coach,Head,Head,9.0,7.0,0.0
George Dyer,Denver Broncos,2002,Assistant Head Coach,Head,Head,9.0,7.0,0.0
Bobby Turner,Denver Broncos,2002,Running Backs,Offense,Positional,9.0,7.0,0.0
Karl Dorrell,Denver Broncos,2002,Wide Receivers,Offense,Positional,9.0,7.0,0.0
Brian Pariani,Denver Broncos,2002,Tight Ends,Offense,Positional,9.0,7.0,0.0
Pat McPherson,Denver Broncos,2002,Offensive Assistant,Offense,Positional,9.0,7.0,0.0
Jacob Burney,Denver Broncos,2002,Defensive Line,Defense,Positional,9.0,7.0,0.0
Steve Watson,Denver Broncos,2002,Defensive Assistant,Defense,Positional,9.0,7.0,0.0
Ron Milus,Denver Broncos,2002,Defensive Backs,Defense,Positional,9.0,7.0,0.0
David Gibbs,Denver Broncos,2002,Defensive Backs,Defense,Positional,9.0,7.0,0.0
Rich Tuten,Denver Broncos,2002,Strength And Conditioning,,,9.0,7.0,0.0
Greg Saporta,Denver Broncos,2002,Assistant Strength And Conditioning,,Positional,9.0,7.0,0.0
Cedric Smith,Denver Broncos,2002,Assistant Strength And Conditioning,,Positional,9.0,7.0,0.0
Kevin Higgins,Detroit Lions,2002,Quarterbacks,Offense,Positional,3.0,13.0,0.0
